date,state,sex,ethnicity,age,population
2022-01-01,W.P. Putrajaya,male,chinese,40-44,0.0
2022-01-01,W.P. Putrajaya,male,chinese,45-49,0.0
2022-01-01,W.P. Putrajaya,male,chinese,50-54,0.0
2022-01-01,W.P. Putrajaya,male,chinese,55-59,0.0
2022-01-01,W.P. Putrajaya,male,chinese,60-64,0.0
2022-01-01,W.P. Putrajaya,male,chinese,65-69,0.0
2022-01-01,W.P. Putrajaya,male,chinese,70-74,0.0
2022-01-01,W.P. Putrajaya,male,chinese,75-79,0.0
2022-01-01,W.P. Putrajaya,male,chinese,80-84,0.0
2022-01-01,W.P. Putrajaya,male,chinese,85+,0.0
2022-01-01,W.P. Putrajaya,female,chinese,overall_age,0.3
2022-01-01,W.P. Putrajaya,female,chinese,0-4,0.0
2022-01-01,W.P. Putrajaya,female,chinese,5-9,0.0
2022-01-01,W.P. Putrajaya,female,chinese,10-14,0.0
2022-01-01,W.P. Putrajaya,female,chinese,15-19,0.0
2022-01-01,W.P. Putrajaya,female,chinese,20-24,0.0
2022-01-01,W.P. Putrajaya,female,chinese,25-29,0.0
2022-01-01,W.P. Putrajaya,female,chinese,30-34,0.0
2022-01-01,W.P. Putrajaya,female,chinese,35-39,0.0
2022-01-01,W.P. Putrajaya,female,chinese,40-44,0.0
2022-01-01,W.P. Putrajaya,female,chinese,45-49,0.0
2022-01-01,W.P. Putrajaya,female,chinese,50-54,0.0
2022-01-01,W.P. Putrajaya,female,chinese,55-59,0.0
2022-01-01,W.P. Putrajaya,female,chinese,60-64,0.0
2022-01-01,W.P. Putrajaya,female,chinese,65-69,0.0
2022-01-01,W.P. Putrajaya,female,chinese,70-74,0.0
2022-01-01,W.P. Putrajaya,female,chinese,75-79,0.0
2022-01-01,W.P. Putrajaya,female,chinese,80-84,0.0
2022-01-01,W.P. Putrajaya,female,chinese,85+,0.0
2022-01-01,Johor,overall_sex,indian,overall_age,244.7
2022-01-01,Johor,overall_sex,indian,0-4,15.3
2022-01-01,Johor,overall_sex,indian,5-9,19.5
2022-01-01,Johor,overall_sex,indian,10-14,22.4
2022-01-01,Johor,overall_sex,indian,15-19,20.8
2022-01-01,Johor,overall_sex,indian,20-24,21.3
2022-01-01,Johor,overall_sex,indian,25-29,19.8
2022-01-01,Johor,overall_sex,indian,30-34,18.4
2022-01-01,Johor,overall_sex,indian,35-39,18.9
2022-01-01,Johor,overall_sex,indian,40-44,20.0
2022-01-01,Johor,overall_sex,indian,45-49,16.3
2022-01-01,Johor,overall_sex,indian,50-54,13.9
2022-01-01,Johor,overall_sex,indian,55-59,12.1
2022-01-01,Johor,overall_sex,indian,60-64,9.8
2022-01-01,Johor,overall_sex,indian,65-69,7.1
2022-01-01,Johor,overall_sex,indian,70-74,4.2
2022-01-01,Johor,overall_sex,indian,75-79,2.6
2022-01-01,Johor,overall_sex,indian,80-84,1.1
2022-01-01,Johor,overall_sex,indian,85+,1.1
2022-01-01,Johor,male,indian,overall_age,122.7
2022-01-01,Johor,male,indian,0-4,7.4
2022-01-01,Johor,male,indian,5-9,9.8
2022-01-01,Johor,male,indian,10-14,11.5
2022-01-01,Johor,male,indian,15-19,10.5
2022-01-01,Johor,male,indian,20-24,11.0
2022-01-01,Johor,male,indian,25-29,9.8
2022-01-01,Johor,male,indian,30-34,9.5
2022-01-01,Johor,male,indian,35-39,10.0
2022-01-01,Johor,male,indian,40-44,10.3
2022-01-01,Johor,male,indian,45-49,8.2
2022-01-01,Johor,male,indian,50-54,6.7
2022-01-01,Johor,male,indian,55-59,6.3
2022-01-01,Johor,male,indian,60-64,4.7
2022-01-01,Johor,male,indian,65-69,3.1
2022-01-01,Johor,male,indian,70-74,1.9
2022-01-01,Johor,male,indian,75-79,1.1
2022-01-01,Johor,male,indian,80-84,0.5
2022-01-01,Johor,male,indian,85+,0.6
2022-01-01,Johor,female,indian,overall_age,122.0
2022-01-01,Johor,female,indian,0-4,7.9
2022-01-01,Johor,female,indian,5-9,9.7
2022-01-01,Johor,female,indian,10-14,11.0
2022-01-01,Johor,female,indian,15-19,10.3
2022-01-01,Johor,female,indian,20-24,10.3
2022-01-01,Johor,female,indian,25-29,10.0
2022-01-01,Johor,female,indian,30-34,8.9
2022-01-01,Johor,female,indian,35-39,9.0
2022-01-01,Johor,female,indian,40-44,9.6
2022-01-01,Johor,female,indian,45-49,8.1
2022-01-01,Johor,female,indian,50-54,7.2
2022-01-01,Johor,female,indian,55-59,5.8
2022-01-01,Johor,female,indian,60-64,5.1
2022-01-01,Johor,female,indian,65-69,4.0
2022-01-01,Johor,female,indian,70-74,2.4
2022-01-01,Johor,female,indian,75-79,1.5
2022-01-01,Johor,female,indian,80-84,0.6
2022-01-01,Johor,female,indian,85+,0.5
2022-01-01,Kedah,overall_sex,indian,overall_age,128.6
2022-01-01,Kedah,overall_sex,indian,0-4,6.7
2022-01-01,Kedah,overall_sex,indian,5-9,8.9
2022-01-01,Kedah,overall_sex,indian,10-14,12.4
2022-01-01,Kedah,overall_sex,indian,15-19,11.0
2022-01-01,Kedah,overall_sex,indian,20-24,12.0
2022-01-01,Kedah,overall_sex,indian,25-29,11.5
2022-01-01,Kedah,overall_sex,indian,30-34,10.5
2022-01-01,Kedah,overall_sex,indian,35-39,9.1
2022-01-01,Kedah,overall_sex,indian,40-44,8.2
2022-01-01,Kedah,overall_sex,indian,45-49,7.1
2022-01-01,Kedah,overall_sex,indian,50-54,6.7
2022-01-01,Kedah,overall_sex,indian,55-59,6.7
2022-01-01,Kedah,overall_sex,indian,60-64,6.2
2022-01-01,Kedah,overall_sex,indian,65-69,4.8
2022-01-01,Kedah,overall_sex,indian,70-74,3.2
2022-01-01,Kedah,overall_sex,indian,75-79,1.7
2022-01-01,Kedah,overall_sex,indian,80-84,0.9
2022-01-01,Kedah,overall_sex,indian,85+,0.9
2022-01-01,Kedah,male,indian,overall_age,62.0
2022-01-01,Kedah,male,indian,0-4,3.3
2022-01-01,Kedah,male,indian,5-9,4.3
2022-01-01,Kedah,male,indian,10-14,6.0
2022-01-01,Kedah,male,indian,15-19,5.5
2022-01-01,Kedah,male,indian,20-24,6.4
2022-01-01,Kedah,male,indian,25-29,6.0
2022-01-01,Kedah,male,indian,30-34,5.2
2022-01-01,Kedah,male,indian,35-39,4.4
2022-01-01,Kedah,male,indian,40-44,4.1
2022-01-01,Kedah,male,indian,45-49,3.3
2022-01-01,Kedah,male,indian,50-54,2.9
2022-01-01,Kedah,male,indian,55-59,2.9
2022-01-01,Kedah,male,indian,60-64,2.6
2022-01-01,Kedah,male,indian,65-69,2.1
2022-01-01,Kedah,male,indian,70-74,1.4
2022-01-01,Kedah,male,indian,75-79,0.7
2022-01-01,Kedah,male,indian,80-84,0.4
2022-01-01,Kedah,male,indian,85+,0.4
2022-01-01,Kedah,female,indian,overall_age,66.6
2022-01-01,Kedah,female,indian,0-4,3.4
2022-01-01,Kedah,female,indian,5-9,4.6
2022-01-01,Kedah,female,indian,10-14,6.4
2022-01-01,Kedah,female,indian,15-19,5.5
2022-01-01,Kedah,female,indian,20-24,5.6
2022-01-01,Kedah,female,indian,25-29,5.5
2022-01-01,Kedah,female,indian,30-34,5.3
2022-01-01,Kedah,female,indian,35-39,4.7
2022-01-01,Kedah,female,indian,40-44,4.1
2022-01-01,Kedah,female,indian,45-49,3.7
2022-01-01,Kedah,female,indian,50-54,3.8
2022-01-01,Kedah,female,indian,55-59,3.9
2022-01-01,Kedah,female,indian,60-64,3.6
2022-01-01,Kedah,female,indian,65-69,2.7
2022-01-01,Kedah,female,indian,70-74,1.8
2022-01-01,Kedah,female,indian,75-79,0.9
2022-01-01,Kedah,female,indian,80-84,0.5
2022-01-01,Kedah,female,indian,85+,0.5
2022-01-01,Kelantan,overall_sex,indian,overall_age,4.8
2022-01-01,Kelantan,overall_sex,indian,0-4,0.2
2022-01-01,Kelantan,overall_sex,indian,5-9,0.3
2022-01-01,Kelantan,overall_sex,indian,10-14,0.4
2022-01-01,Kelantan,overall_sex,indian,15-19,0.3
2022-01-01,Kelantan,overall_sex,indian,20-24,0.9
2022-01-01,Kelantan,overall_sex,indian,25-29,0.6
2022-01-01,Kelantan,overall_sex,indian,30-34,0.4
2022-01-01,Kelantan,overall_sex,indian,35-39,0.4
2022-01-01,Kelantan,overall_sex,indian,40-44,0.2
2022-01-01,Kelantan,overall_sex,indian,45-49,0.2
2022-01-01,Kelantan,overall_sex,indian,50-54,0.2
2022-01-01,Kelantan,overall_sex,indian,55-59,0.2
2022-01-01,Kelantan,overall_sex,indian,60-64,0.2
2022-01-01,Kelantan,overall_sex,indian,65-69,0.1
2022-01-01,Kelantan,overall_sex,indian,70-74,0.1
2022-01-01,Kelantan,overall_sex,indian,75-79,0.0
2022-01-01,Kelantan,overall_sex,indian,80-84,0.0
2022-01-01,Kelantan,overall_sex,indian,85+,0.0
2022-01-01,Kelantan,male,indian,overall_age,2.3
2022-01-01,Kelantan,male,indian,0-4,0.1
2022-01-01,Kelantan,male,indian,5-9,0.2
2022-01-01,Kelantan,male,indian,10-14,0.2
2022-01-01,Kelantan,male,indian,15-19,0.2
2022-01-01,Kelantan,male,indian,20-24,0.4
2022-01-01,Kelantan,male,indian,25-29,0.3
2022-01-01,Kelantan,male,indian,30-34,0.2
2022-01-01,Kelantan,male,indian,35-39,0.2
2022-01-01,Kelantan,male,indian,40-44,0.1
2022-01-01,Kelantan,male,indian,45-49,0.1
2022-01-01,Kelantan,male,indian,50-54,0.1
2022-01-01,Kelantan,male,indian,55-59,0.1
2022-01-01,Kelantan,male,indian,60-64,0.1
2022-01-01,Kelantan,male,indian,65-69,0.1
2022-01-01,Kelantan,male,indian,70-74,0.0
2022-01-01,Kelantan,male,indian,75-79,0.0
2022-01-01,Kelantan,male,indian,80-84,0.0
2022-01-01,Kelantan,male,indian,85+,0.0
2022-01-01,Kelantan,female,indian,overall_age,2.5
2022-01-01,Kelantan,female,indian,0-4,0.1
2022-01-01,Kelantan,female,indian,5-9,0.2
2022-01-01,Kelantan,female,indian,10-14,0.2
2022-01-01,Kelantan,female,indian,15-19,0.2
2022-01-01,Kelantan,female,indian,20-24,0.5
2022-01-01,Kelantan,female,indian,25-29,0.4
2022-01-01,Kelantan,female,indian,30-34,0.1
2022-01-01,Kelantan,female,indian,35-39,0.2
2022-01-01,Kelantan,female,indian,40-44,0.1
2022-01-01,Kelantan,female,indian,45-49,0.1
2022-01-01,Kelantan,female,indian,50-54,0.1
2022-01-01,Kelantan,female,indian,55-59,0.1
2022-01-01,Kelantan,female,indian,60-64,0.1
2022-01-01,Kelantan,female,indian,65-69,0.1
2022-01-01,Kelantan,female,indian,70-74,0.0
2022-01-01,Kelantan,female,indian,75-79,0.0
2022-01-01,Kelantan,female,indian,80-84,0.0
2022-01-01,Kelantan,female,indian,85+,0.0
2022-01-01,Melaka,overall_sex,indian,overall_age,52.4
2022-01-01,Melaka,overall_sex,indian,0-4,3.2
2022-01-01,Melaka,overall_sex,indian,5-9,3.2
2022-01-01,Melaka,overall_sex,indian,10-14,4.1
2022-01-01,Melaka,overall_sex,indian,15-19,6.0
2022-01-01,Melaka,overall_sex,indian,20-24,4.3
2022-01-01,Melaka,overall_sex,indian,25-29,4.4
2022-01-01,Melaka,overall_sex,indian,30-34,4.1
2022-01-01,Melaka,overall_sex,indian,35-39,3.6
2022-01-01,Melaka,overall_sex,indian,40-44,4.8
2022-01-01,Melaka,overall_sex,indian,45-49,3.7
2022-01-01,Melaka,overall_sex,indian,50-54,2.4
2022-01-01,Melaka,overall_sex,indian,55-59,2.4
2022-01-01,Melaka,overall_sex,indian,60-64,2.2
2022-01-01,Melaka,overall_sex,indian,65-69,1.8
2022-01-01,Melaka,overall_sex,indian,70-74,1.2
2022-01-01,Melaka,overall_sex,indian,75-79,0.5
2022-01-01,Melaka,overall_sex,indian,80-84,0.3
2022-01-01,Melaka,overall_sex,indian,85+,0.1
2022-01-01,Melaka,male,indian,overall_age,26.0
2022-01-01,Melaka,male,indian,0-4,1.6
2022-01-01,Melaka,male,indian,5-9,1.7
2022-01-01,Melaka,male,indian,10-14,2.1
2022-01-01,Melaka,male,indian,15-19,3.1
2022-01-01,Melaka,male,indian,20-24,2.3
2022-01-01,Melaka,male,indian,25-29,2.4
2022-01-01,Melaka,male,indian,30-34,1.9
2022-01-01,Melaka,male,indian,35-39,1.8
2022-01-01,Melaka,male,indian,40-44,2.8
2022-01-01,Melaka,male,indian,45-49,1.4
2022-01-01,Melaka,male,indian,50-54,1.2
2022-01-01,Melaka,male,indian,55-59,1.1
2022-01-01,Melaka,male,indian,60-64,1.0
2022-01-01,Melaka,male,indian,65-69,0.8
2022-01-01,Melaka,male,indian,70-74,0.5
2022-01-01,Melaka,male,indian,75-79,0.2
2022-01-01,Melaka,male,indian,80-84,0.1
2022-01-01,Melaka,male,indian,85+,0.0
2022-01-01,Melaka,female,indian,overall_age,26.3
2022-01-01,Melaka,female,indian,0-4,1.6
2022-01-01,Melaka,female,indian,5-9,1.5
2022-01-01,Melaka,female,indian,10-14,2.0
2022-01-01,Melaka,female,indian,15-19,2.8
2022-01-01,Melaka,female,indian,20-24,2.0
2022-01-01,Melaka,female,indian,25-29,2.0
2022-01-01,Melaka,female,indian,30-34,2.2
2022-01-01,Melaka,female,indian,35-39,1.8
2022-01-01,Melaka,female,indian,40-44,2.0
2022-01-01,Melaka,female,indian,45-49,2.3
2022-01-01,Melaka,female,indian,50-54,1.3
2022-01-01,Melaka,female,indian,55-59,1.3
2022-01-01,Melaka,female,indian,60-64,1.2
2022-01-01,Melaka,female,indian,65-69,1.0
2022-01-01,Melaka,female,indian,70-74,0.7
2022-01-01,Melaka,female,indian,75-79,0.3
2022-01-01,Melaka,female,indian,80-84,0.2
2022-01-01,Melaka,female,indian,85+,0.1
2022-01-01,Pahang,overall_sex,indian,overall_age,162.4
2022-01-01,Pahang,overall_sex,indian,0-4,9.1
2022-01-01,Pahang,overall_sex,indian,5-9,14.7
2022-01-01,Pahang,overall_sex,indian,10-14,14.6
2022-01-01,Pahang,overall_sex,indian,15-19,13.6
2022-01-01,Pahang,overall_sex,indian,20-24,12.1
2022-01-01,Pahang,overall_sex,indian,25-29,11.5
2022-01-01,Pahang,overall_sex,indian,30-34,14.3
2022-01-01,Pahang,overall_sex,indian,35-39,14.3
2022-01-01,Pahang,overall_sex,indian,40-44,12.2
2022-01-01,Pahang,overall_sex,indian,45-49,9.8
2022-01-01,Pahang,overall_sex,indian,50-54,8.2
2022-01-01,Pahang,overall_sex,indian,55-59,8.3
2022-01-01,Pahang,overall_sex,indian,60-64,7.5
2022-01-01,Pahang,overall_sex,indian,65-69,5.2
2022-01-01,Pahang,overall_sex,indian,70-74,3.8
2022-01-01,Pahang,overall_sex,indian,75-79,1.7
2022-01-01,Pahang,overall_sex,indian,80-84,1.0
2022-01-01,Pahang,overall_sex,indian,85+,0.5
2022-01-01,Pahang,male,indian,overall_age,82.0
2022-01-01,Pahang,male,indian,0-4,4.3
2022-01-01,Pahang,male,indian,5-9,7.4
2022-01-01,Pahang,male,indian,10-14,7.6
2022-01-01,Pahang,male,indian,15-19,7.5
2022-01-01,Pahang,male,indian,20-24,6.5
2022-01-01,Pahang,male,indian,25-29,5.8
2022-01-01,Pahang,male,indian,30-34,7.4
2022-01-01,Pahang,male,indian,35-39,7.4
2022-01-01,Pahang,male,indian,40-44,6.4
2022-01-01,Pahang,male,indian,45-49,4.6
2022-01-01,Pahang,male,indian,50-54,3.9
2022-01-01,Pahang,male,indian,55-59,3.9
2022-01-01,Pahang,male,indian,60-64,3.6
2022-01-01,Pahang,male,indian,65-69,2.4
2022-01-01,Pahang,male,indian,70-74,1.7
2022-01-01,Pahang,male,indian,75-79,0.7
2022-01-01,Pahang,male,indian,80-84,0.5
2022-01-01,Pahang,male,indian,85+,0.2
2022-01-01,Pahang,female,indian,overall_age,80.4
2022-01-01,Pahang,female,indian,0-4,4.8
2022-01-01,Pahang,female,indian,5-9,7.3
2022-01-01,Pahang,female,indian,10-14,7.0
2022-01-01,Pahang,female,indian,15-19,6.2
2022-01-01,Pahang,female,indian,20-24,5.6
2022-01-01,Pahang,female,indian,25-29,5.6
2022-01-01,Pahang,female,indian,30-34,6.8
2022-01-01,Pahang,female,indian,35-39,6.9
2022-01-01,Pahang,female,indian,40-44,5.8
2022-01-01,Pahang,female,indian,45-49,5.1
2022-01-01,Pahang,female,indian,50-54,4.3
2022-01-01,Pahang,female,indian,55-59,4.4
2022-01-01,Pahang,female,indian,60-64,3.9
2022-01-01,Pahang,female,indian,65-69,2.8
2022-01-01,Pahang,female,indian,70-74,2.1
2022-01-01,Pahang,female,indian,75-79,0.9
2022-01-01,Pahang,female,indian,80-84,0.5
2022-01-01,Pahang,female,indian,85+,0.3
2022-01-01,Negeri Sembilan,overall_sex,indian,overall_age,55.8
2022-01-01,Negeri Sembilan,overall_sex,indian,0-4,2.8
2022-01-01,Negeri Sembilan,overall_sex,indian,5-9,4.1
2022-01-01,Negeri Sembilan,overall_sex,indian,10-14,5.4
2022-01-01,Negeri Sembilan,overall_sex,indian,15-19,6.5
2022-01-01,Negeri Sembilan,overall_sex,indian,20-24,4.7
2022-01-01,Negeri Sembilan,overall_sex,indian,25-29,4.1
2022-01-01,Negeri Sembilan,overall_sex,indian,30-34,4.0
2022-01-01,Negeri Sembilan,overall_sex,indian,35-39,4.2
2022-01-01,Negeri Sembilan,overall_sex,indian,40-44,4.7
2022-01-01,Negeri Sembilan,overall_sex,indian,45-49,3.8
2022-01-01,Negeri Sembilan,overall_sex,indian,50-54,2.9
2022-01-01,Negeri Sembilan,overall_sex,indian,55-59,2.5
2022-01-01,Negeri Sembilan,overall_sex,indian,60-64,2.3
2022-01-01,Negeri Sembilan,overall_sex,indian,65-69,1.5
2022-01-01,Negeri Sembilan,overall_sex,indian,70-74,1.1
2022-01-01,Negeri Sembilan,overall_sex,indian,75-79,0.6
2022-01-01,Negeri Sembilan,overall_sex,indian,80-84,0.4
2022-01-01,Negeri Sembilan,overall_sex,indian,85+,0.3
2022-01-01,Negeri Sembilan,male,indian,overall_age,28.3
2022-01-01,Negeri Sembilan,male,indian,0-4,1.4
2022-01-01,Negeri Sembilan,male,indian,5-9,1.9
2022-01-01,Negeri Sembilan,male,indian,10-14,2.9
2022-01-01,Negeri Sembilan,male,indian,15-19,3.5
2022-01-01,Negeri Sembilan,male,indian,20-24,2.5
2022-01-01,Negeri Sembilan,male,indian,25-29,2.2
2022-01-01,Negeri Sembilan,male,indian,30-34,2.1
2022-01-01,Negeri Sembilan,male,indian,35-39,2.1
2022-01-01,Negeri Sembilan,male,indian,40-44,2.4
2022-01-01,Negeri Sembilan,male,indian,45-49,1.8
2022-01-01,Negeri Sembilan,male,indian,50-54,1.6
2022-01-01,Negeri Sembilan,male,indian,55-59,1.2
2022-01-01,Negeri Sembilan,male,indian,60-64,1.1
2022-01-01,Negeri Sembilan,male,indian,65-69,0.7
2022-01-01,Negeri Sembilan,male,indian,70-74,0.5
2022-01-01,Negeri Sembilan,male,indian,75-79,0.3
2022-01-01,Negeri Sembilan,male,indian,80-84,0.1
2022-01-01,Negeri Sembilan,male,indian,85+,0.2
2022-01-01,Negeri Sembilan,female,indian,overall_age,27.4
2022-01-01,Negeri Sembilan,female,indian,0-4,1.5
2022-01-01,Negeri Sembilan,female,indian,5-9,2.2
2022-01-01,Negeri Sembilan,female,indian,10-14,2.5
2022-01-01,Negeri Sembilan,female,indian,15-19,3.0
2022-01-01,Negeri Sembilan,female,indian,20-24,2.2
2022-01-01,Negeri Sembilan,female,indian,25-29,2.0
2022-01-01,Negeri Sembilan,female,indian,30-34,1.9
2022-01-01,Negeri Sembilan,female,indian,35-39,2.1
2022-01-01,Negeri Sembilan,female,indian,40-44,2.3
2022-01-01,Negeri Sembilan,female,indian,45-49,2.0
2022-01-01,Negeri Sembilan,female,indian,50-54,1.4
2022-01-01,Negeri Sembilan,female,indian,55-59,1.2
2022-01-01,Negeri Sembilan,female,indian,60-64,1.2
2022-01-01,Negeri Sembilan,female,indian,65-69,0.8
2022-01-01,Negeri Sembilan,female,indian,70-74,0.6
2022-01-01,Negeri Sembilan,female,indian,75-79,0.3
2022-01-01,Negeri Sembilan,female,indian,80-84,0.2
2022-01-01,Negeri Sembilan,female,indian,85+,0.2
2022-01-01,Perak,overall_sex,indian,overall_age,271.2
2022-01-01,Perak,overall_sex,indian,0-4,13.0
2022-01-01,Perak,overall_sex,indian,5-9,18.6
2022-01-01,Perak,overall_sex,indian,10-14,22.7
2022-01-01,Perak,overall_sex,indian,15-19,25.6
2022-01-01,Perak,overall_sex,indian,20-24,22.2
2022-01-01,Perak,overall_sex,indian,25-29,20.1
2022-01-01,Perak,overall_sex,indian,30-34,18.5
2022-01-01,Perak,overall_sex,indian,35-39,19.8
2022-01-01,Perak,overall_sex,indian,40-44,21.1
2022-01-01,Perak,overall_sex,indian,45-49,16.9
2022-01-01,Perak,overall_sex,indian,50-54,14.8
2022-01-01,Perak,overall_sex,indian,55-59,15.6
2022-01-01,Perak,overall_sex,indian,60-64,15.4
2022-01-01,Perak,overall_sex,indian,65-69,11.9
2022-01-01,Perak,overall_sex,indian,70-74,7.8
2022-01-01,Perak,overall_sex,indian,75-79,3.9
2022-01-01,Perak,overall_sex,indian,80-84,2.1
2022-01-01,Perak,overall_sex,indian,85+,1.2
2022-01-01,Perak,male,indian,overall_age,132.4
2022-01-01,Perak,male,indian,0-4,6.6
2022-01-01,Perak,male,indian,5-9,9.6
2022-01-01,Perak,male,indian,10-14,12.0
2022-01-01,Perak,male,indian,15-19,13.4
2022-01-01,Perak,male,indian,20-24,11.2
2022-01-01,Perak,male,indian,25-29,10.2
2022-01-01,Perak,male,indian,30-34,9.1
2022-01-01,Perak,male,indian,35-39,9.7
2022-01-01,Perak,male,indian,40-44,10.7
2022-01-01,Perak,male,indian,45-49,7.5
2022-01-01,Perak,male,indian,50-54,6.8
2022-01-01,Perak,male,indian,55-59,7.0
2022-01-01,Perak,male,indian,60-64,6.9
2022-01-01,Perak,male,indian,65-69,5.3
2022-01-01,Perak,male,indian,70-74,3.4
2022-01-01,Perak,male,indian,75-79,1.7
2022-01-01,Perak,male,indian,80-84,0.9
2022-01-01,Perak,male,indian,85+,0.4
2022-01-01,Perak,female,indian,overall_age,138.8
2022-01-01,Perak,female,indian,0-4,6.4
2022-01-01,Perak,female,indian,5-9,9.0
2022-01-01,Perak,female,indian,10-14,10.7
2022-01-01,Perak,female,indian,15-19,12.2
2022-01-01,Perak,female,indian,20-24,10.9
2022-01-01,Perak,female,indian,25-29,9.9
2022-01-01,Perak,female,indian,30-34,9.3
2022-01-01,Perak,female,indian,35-39,10.2
2022-01-01,Perak,female,indian,40-44,10.3
2022-01-01,Perak,female,indian,45-49,9.4
2022-01-01,Perak,female,indian,50-54,8.0
2022-01-01,Perak,female,indian,55-59,8.7
2022-01-01,Perak,female,indian,60-64,8.5
2022-01-01,Perak,female,indian,65-69,6.6
2022-01-01,Perak,female,indian,70-74,4.4
2022-01-01,Perak,female,indian,75-79,2.2
2022-01-01,Perak,female,indian,80-84,1.2
2022-01-01,Perak,female,indian,85+,0.8
2022-01-01,Perlis,overall_sex,indian,overall_age,5.1
2022-01-01,Perlis,overall_sex,indian,0-4,0.2
2022-01-01,Perlis,overall_sex,indian,5-9,0.2
2022-01-01,Perlis,overall_sex,indian,10-14,0.2
2022-01-01,Perlis,overall_sex,indian,15-19,0.5
2022-01-01,Perlis,overall_sex,indian,20-24,1.1
2022-01-01,Perlis,overall_sex,indian,25-29,0.9
2022-01-01,Perlis,overall_sex,indian,30-34,0.3
2022-01-01,Perlis,overall_sex,indian,35-39,0.2
2022-01-01,Perlis,overall_sex,indian,40-44,0.4
2022-01-01,Perlis,overall_sex,indian,45-49,0.4
2022-01-01,Perlis,overall_sex,indian,50-54,0.2
2022-01-01,Perlis,overall_sex,indian,55-59,0.2
2022-01-01,Perlis,overall_sex,indian,60-64,0.2
2022-01-01,Perlis,overall_sex,indian,65-69,0.1
2022-01-01,Perlis,overall_sex,indian,70-74,0.1
2022-01-01,Perlis,overall_sex,indian,75-79,0.1
2022-01-01,Perlis,overall_sex,indian,80-84,0.0
2022-01-01,Perlis,overall_sex,indian,85+,0.0
2022-01-01,Perlis,male,indian,overall_age,2.6
2022-01-01,Perlis,male,indian,0-4,0.1
2022-01-01,Perlis,male,indian,5-9,0.1
2022-01-01,Perlis,male,indian,10-14,0.1
2022-01-01,Perlis,male,indian,15-19,0.3
2022-01-01,Perlis,male,indian,20-24,0.6
2022-01-01,Perlis,male,indian,25-29,0.5
2022-01-01,Perlis,male,indian,30-34,0.1
2022-01-01,Perlis,male,indian,35-39,0.1
2022-01-01,Perlis,male,indian,40-44,0.3
2022-01-01,Perlis,male,indian,45-49,0.1
2022-01-01,Perlis,male,indian,50-54,0.1
2022-01-01,Perlis,male,indian,55-59,0.1
2022-01-01,Perlis,male,indian,60-64,0.1
2022-01-01,Perlis,male,indian,65-69,0.1
2022-01-01,Perlis,male,indian,70-74,0.0
2022-01-01,Perlis,male,indian,75-79,0.0
2022-01-01,Perlis,male,indian,80-84,0.0
2022-01-01,Perlis,male,indian,85+,0.0
2022-01-01,Perlis,female,indian,overall_age,2.5
2022-01-01,Perlis,female,indian,0-4,0.1
2022-01-01,Perlis,female,indian,5-9,0.1
2022-01-01,Perlis,female,indian,10-14,0.1
2022-01-01,Perlis,female,indian,15-19,0.2
2022-01-01,Perlis,female,indian,20-24,0.5
2022-01-01,Perlis,female,indian,25-29,0.4
2022-01-01,Perlis,female,indian,30-34,0.1
2022-01-01,Perlis,female,indian,35-39,0.1
2022-01-01,Perlis,female,indian,40-44,0.2
2022-01-01,Perlis,female,indian,45-49,0.2
2022-01-01,Perlis,female,indian,50-54,0.1
2022-01-01,Perlis,female,indian,55-59,0.1
2022-01-01,Perlis,female,indian,60-64,0.1
2022-01-01,Perlis,female,indian,65-69,0.1
2022-01-01,Perlis,female,indian,70-74,0.0
2022-01-01,Perlis,female,indian,75-79,0.0
2022-01-01,Perlis,female,indian,80-84,0.0
2022-01-01,Perlis,female,indian,85+,0.0
2022-01-01,Pulau Pinang,overall_sex,indian,overall_age,155.1
2022-01-01,Pulau Pinang,overall_sex,indian,0-4,8.0
2022-01-01,Pulau Pinang,overall_sex,indian,5-9,9.5
2022-01-01,Pulau Pinang,overall_sex,indian,10-14,11.6
2022-01-01,Pulau Pinang,overall_sex,indian,15-19,12.6
2022-01-01,Pulau Pinang,overall_sex,indian,20-24,13.3
2022-01-01,Pulau Pinang,overall_sex,indian,25-29,13.5
2022-01-01,Pulau Pinang,overall_sex,indian,30-34,12.5
2022-01-01,Pulau Pinang,overall_sex,indian,35-39,12.6
2022-01-01,Pulau Pinang,overall_sex,indian,40-44,11.7
2022-01-01,Pulau Pinang,overall_sex,indian,45-49,10.5
2022-01-01,Pulau Pinang,overall_sex,indian,50-54,10.2
2022-01-01,Pulau Pinang,overall_sex,indian,55-59,9.4
2022-01-01,Pulau Pinang,overall_sex,indian,60-64,8.3
2022-01-01,Pulau Pinang,overall_sex,indian,65-69,5.9
2022-01-01,Pulau Pinang,overall_sex,indian,70-74,3.1
2022-01-01,Pulau Pinang,overall_sex,indian,75-79,1.4
2022-01-01,Pulau Pinang,overall_sex,indian,80-84,0.6
2022-01-01,Pulau Pinang,overall_sex,indian,85+,0.2
2022-01-01,Pulau Pinang,male,indian,overall_age,78.0
2022-01-01,Pulau Pinang,male,indian,0-4,4.3
2022-01-01,Pulau Pinang,male,indian,5-9,5.1
2022-01-01,Pulau Pinang,male,indian,10-14,6.2
2022-01-01,Pulau Pinang,male,indian,15-19,6.6
2022-01-01,Pulau Pinang,male,indian,20-24,6.8
